OBJECTID,ID,Datum,Den,Day,DenNoc,DayNight,DruhNehody,Type,Zavineni,CausedBy,Alkohol,Alcohol,HlavniPricina,MainCause,Usmrceno,Tezce,Lehce,DeathToll,HeavyInjuries,LightInjuries,StavPovrchu,RoadCondition,Pocasi,Weather,SpecifikaceMista,PlaceSituation,DruhVozidla,VehicleType,Smyk,Skyd,Skoda,X,Y,x2,y2
5758,60406180561,12/5/2018 12:00:00 AM,Středa,Wednesday,Den,Day,Srážka s jedoucím nekolejovým vozidlem,Collision with other motor vehicle,Řidičem motorového vozidla,Car driver,Ne,No,Nesprávný způsob jízdy,Inappropriate driving,0,0,1,0,0,1,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,23000,16.5647346870001,48.8172673170001,16.5647346870001,48.8172673170001
5759,60406180562,12/5/2018 12:00:00 AM,Středa,Wednesday,Den,Day,Srážka s lesní zvěří,Collision with wildlife animals,"Lesní zvěří, domácim zvířetem","Wildlife animal, pet",Nezjišťováno,Not tested,Nezaviněná řidičem,Not caused by driver,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,30000,16.7557846760001,48.97549658,16.7557846760001,48.97549658
5760,60406180563,12/6/2018 12:00:00 AM,Čtvrtek,Thursday,Den,Day,Srážka s lesní zvěří,Collision with wildlife animals,"Lesní zvěří, domácim zvířetem","Wildlife animal, pet",Nezjišťováno,Not tested,Nezaviněná řidičem,Not caused by driver,0,0,0,0,0,0,Mokrý,Wet,Slabý déšť,Light Raining,Žádné,None,Osobní automobil,Car,Ne,No,40000,16.954436677,48.776062374,16.954436677,48.776062374
5761,60406180564,12/6/2018 12:00:00 AM,Čtvrtek,Thursday,Den,Day,Srážka s lesní zvěří,Collision with wildlife animals,"Lesní zvěří, domácim zvířetem","Wildlife animal, pet",Nezjišťováno,Not tested,Nezaviněná řidičem,Not caused by driver,0,0,0,0,0,0,Mokrý,Wet,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,25000,16.968441677,48.748493915,16.968441677,48.748493915
5762,60406180565,12/8/2018 12:00:00 AM,Sobota,Saturday,Noc,Night,"Srážka s vozidlem zaparkovaným, odstaveným",Collision with a parked vehicle,Řidičem motorového vozidla,Car driver,Nezjišťováno,Not tested,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,5000,16.845853688,48.829072674,16.845853688,48.829072674
5763,60406180566,12/9/2018 12:00:00 AM,Neděle,Sunday,Den,Day,Srážka s lesní zvěří,Collision with wildlife animals,"Lesní zvěří, domácim zvířetem","Wildlife animal, pet",Nezjišťováno,Not tested,Nezaviněná řidičem,Not caused by driver,0,0,0,0,0,0,Mokrý,Wet,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,30000,16.6860106870001,48.9846844,16.6860106870001,48.9846844
5764,60406180567,12/10/2018 12:00:00 AM,Pondělí,Monday,Den,Day,Srážka s jedoucím nekolejovým vozidlem,Collision with other motor vehicle,Řidičem motorového vozidla,Car driver,Ne,No,Nepřiměřená rychlost jízdy,Inappropriate speed,0,0,1,0,0,1,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Nákladní automobil,Truck,Ne,No,5000,16.878111677,48.7546847040001,16.878111677,48.7546847040001
5765,60406180568,12/10/2018 12:00:00 AM,Pondělí,Monday,Den,Day,Srážka s lesní zvěří,Collision with wildlife animals,"Lesní zvěří, domácim zvířetem","Wildlife animal, pet",Nezjišťováno,Not tested,Nezaviněná řidičem,Not caused by driver,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,10000,16.9950866770001,48.816512231,16.9950866770001,48.816512231
5766,60406180569,12/11/2018 12:00:00 AM,Úterý,Tuesday,Den,Day,Srážka s lesní zvěří,Collision with wildlife animals,"Lesní zvěří, domácim zvířetem","Wildlife animal, pet",Nezjišťováno,Not tested,Nezaviněná řidičem,Not caused by driver,0,0,0,0,0,0,Mokrý,Wet,Slabý déšť,Light Raining,Žádné,None,Osobní automobil,Car,Ne,No,10000,16.6780616900001,48.8319340050001,16.6780616900001,48.831934005
5767,60406180570,12/11/2018 12:00:00 AM,Úterý,Tuesday,Noc,Night,Srážka s pevnou překážkou,Collision with a fixed obstacle,Řidičem motorového vozidla,Car driver,Nezjišťováno,Not tested,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,Mokrý,Wet,Neztížené,Clear,Žádné,None,"Nezjištěno, řidič ujel",Unknown,Ne,No,0,16.8809696800001,48.7548057170001,16.8809696800001,48.7548057170001
5768,60406180571,12/12/2018 12:00:00 AM,Středa,Wednesday,Den,Day,Srážka s lesní zvěří,Collision with wildlife animals,"Lesní zvěří, domácim zvířetem","Wildlife animal, pet",Nezjišťováno,Not tested,Nezaviněná řidičem,Not caused by driver,0,0,0,0,0,0,Mokrý,Wet,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,10000,16.6688356920001,48.8194835780001,16.6688356920001,48.8194835780001
5769,60406180572,12/12/2018 12:00:00 AM,Středa,Wednesday,Noc,Night,"Srážka s vozidlem zaparkovaným, odstaveným",Collision with a parked vehicle,Řidičem motorového vozidla,Car driver,Nezjišťováno,Not tested,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,Mokrý,Wet,Neztížené,Clear,Žádné,None,"Nezjištěno, řidič ujel",Unknown,Ne,No,0,16.7328646890001,48.9435086440001,16.7328646890001,48.9435086440001
5770,60406180573,12/12/2018 12:00:00 AM,Středa,Wednesday,Den,Day,Srážka s lesní zvěří,Collision with wildlife animals,"Lesní zvěří, domácim zvířetem","Wildlife animal, pet",Nezjišťováno,Not tested,Nezaviněná řidičem,Not caused by driver,0,0,0,0,0,0,Mokrý,Wet,Slabý déšť,Light Raining,Žádné,None,Osobní automobil,Car,Ne,No,5000,16.778735683,48.7688124810001,16.778735683,48.7688124810001
5771,60406180574,12/12/2018 12:00:00 AM,Středa,Wednesday,Den,Day,Srážka s lesní zvěří,Collision with wildlife animals,"Lesní zvěří, domácim zvířetem","Wildlife animal, pet",Nezjišťováno,Not tested,Nezaviněná řidičem,Not caused by driver,0,0,0,0,0,0,Mokrý,Wet,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,10000,16.737439684,48.8140019350001,16.737439684,48.8140019350001
5772,60406180575,12/13/2018 12:00:00 AM,Čtvrtek,Thursday,Noc,Night,Srážka s lesní zvěří,Collision with wildlife animals,"Lesní zvěří, domácim zvířetem","Wildlife animal, pet",Nezjišťováno,Not tested,Nezaviněná řidičem,Not caused by driver,0,0,0,0,0,0,Mokrý,Wet,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,50000,16.813042679,49.0219355470001,16.813042679,49.0219355470001
5773,60406180576,12/13/2018 12:00:00 AM,Čtvrtek,Thursday,Den,Day,Srážka s lesní zvěří,Collision with wildlife animals,"Lesní zvěří, domácim zvířetem","Wildlife animal, pet",Nezjišťováno,Not tested,Nezaviněná řidičem,Not caused by driver,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,20000,16.77442368,48.763551825,16.77442368,48.763551825
5774,60406180577,12/13/2018 12:00:00 AM,Čtvrtek,Thursday,Noc,Night,"Srážka s vozidlem zaparkovaným, odstaveným",Collision with a parked vehicle,Řidičem motorového vozidla,Car driver,Nezjišťováno,Not tested,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,Mokrý,Wet,Neztížené,Clear,Žádné,None,"Nezjištěno, řidič ujel",Unknown,Ne,No,0,16.902533082,48.7810211980001,16.902533082,48.7810211980001
5775,60406180578,12/14/2018 12:00:00 AM,Pátek,Friday,Den,Day,Havárie,Crash,Řidičem nemotorového vozidla,Non-motorized vehicle driver,Ne,No,Nesprávný způsob jízdy,Inappropriate driving,0,0,1,0,0,1,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Jízdní kolo,Bicycle,Ne,No,1000,16.7529886840001,48.8248341940001,16.7529886840001,48.8248341940001
5776,60406180579,12/15/2018 12:00:00 AM,Sobota,Saturday,Den,Day,Srážka s lesní zvěří,Collision with wildlife animals,"Lesní zvěří, domácim zvířetem","Wildlife animal, pet",Nezjišťováno,Not tested,Nezaviněná řidičem,Not caused by driver,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,20000,16.856287674,49.000634774,16.856287674,49.000634774
5777,60406180580,12/16/2018 12:00:00 AM,Neděle,Sunday,Den,Day,Srážka s pevnou překážkou,Collision with a fixed obstacle,Řidičem motorového vozidla,Car driver,Nezjišťováno,Not tested,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Náledí, ujetý sníh - posypané","Ice, snow - grit",Neztížené,Clear,Žádné,None,"Nezjištěno, řidič ujel",Unknown,Ne,No,0,16.890385238,48.757364958,16.890385238,48.757364958
5778,60406180581,12/17/2018 12:00:00 AM,Pondělí,Monday,Noc,Night,Srážka s pevnou překážkou,Collision with a fixed obstacle,Řidičem motorového vozidla,Car driver,Nezjišťováno,Not tested,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,Mokrý,Wet,Neztížené,Clear,Žádné,None,"Nezjištěno, řidič ujel",Unknown,Ne,No,0,16.9076826840001,48.750071115,16.9076826840001,48.750071115
5779,60406180582,12/18/2018 12:00:00 AM,Úterý,Tuesday,Den,Day,"Srážka s vozidlem zaparkovaným, odstaveným",Collision with a parked vehicle,Řidičem motorového vozidla,Car driver,Ne,No,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,Mokrý,Wet,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,5000,16.890476677,48.7694895600001,16.890476677,48.7694895600001
5780,60406180583,12/19/2018 12:00:00 AM,Středa,Wednesday,Den,Day,Havárie,Crash,Řidičem motorového vozidla,Car driver,Ne,No,Nepřiměřená rychlost jízdy,Inappropriate speed,0,0,1,0,0,1,"Náledí, ujetý sníh - neposypané","Ice, snow - no grit","Námraza, náledí","Frost, icy",Žádné,None,Osobní automobil,Car,Ano,Yes,50000,16.944774685,48.750474168,16.944774685,48.750474168
5781,60406180584,12/19/2018 12:00:00 AM,Středa,Wednesday,Den,Day,"Srážka s vozidlem zaparkovaným, odstaveným",Collision with a parked vehicle,Řidičem motorového vozidla,Car driver,Nezjišťováno,Not tested,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,"Nezjištěno, řidič ujel",Unknown,Ne,No,0,16.631614691,48.8006003570001,16.631614691,48.8006003570001
5782,60406180585,12/19/2018 12:00:00 AM,Středa,Wednesday,Den,Day,Srážka s lesní zvěří,Collision with wildlife animals,"Lesní zvěří, domácim zvířetem","Wildlife animal, pet",Nezjišťováno,Not tested,Nezaviněná řidičem,Not caused by driver,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,0,16.853356305,48.7312288900001,16.853356305,48.7312288900001
5783,60406180586,12/20/2018 12:00:00 AM,Čtvrtek,Thursday,Den,Day,Srážka s lesní zvěří,Collision with wildlife animals,"Lesní zvěří, domácim zvířetem","Wildlife animal, pet",Nezjišťováno,Not tested,Nezaviněná řidičem,Not caused by driver,0,0,0,0,0,0,Mokrý,Wet,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,20000,16.838780678,48.754045621,16.838780678,48.754045621
5784,60406180587,12/20/2018 12:00:00 AM,Čtvrtek,Thursday,Den,Day,Srážka s jedoucím nekolejovým vozidlem,Collision with other motor vehicle,Řidičem motorového vozidla,Car driver,Pod vlivem alkoholu,Under the influence of alcohol,Nesprávný způsob jízdy,Inappropriate driving,0,0,1,0,0,1,"Náledí, ujetý sníh - posypané","Ice, snow - grit",Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ano,Yes,40000,16.9227336760001,48.8171123010001,16.9227336760001,48.8171123010001
5785,60406180588,12/21/2018 12:00:00 AM,Pátek,Friday,Den,Day,Srážka s jedoucím nekolejovým vozidlem,Collision with other motor vehicle,Řidičem motorového vozidla,Car driver,Ne,No,Nesprávný způsob jízdy,Inappropriate driving,0,0,1,0,0,1,Mokrý,Wet,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,25000,16.6324306830001,48.810907575,16.6324306830001,48.8109075750001
5786,60406180589,12/21/2018 12:00:00 AM,Pátek,Friday,Den,Day,Srážka s jedoucím nekolejovým vozidlem,Collision with other motor vehicle,Řidičem motorového vozidla,Car driver,Ne,No,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,Mokrý,Wet,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,30000,16.8968748130001,48.777228963,16.8968748130001,48.777228963
5787,60406180590,12/23/2018 12:00:00 AM,Neděle,Sunday,Den,Day,Srážka s pevnou překážkou,Collision with a fixed obstacle,Řidičem motorového vozidla,Car driver,Pod vlivem alkoholu,Under the influence of alcohol,Nepřiměřená rychlost jízdy,Inappropriate speed,0,0,0,0,0,0,Mokrý,Wet,Slabý déšť,Light Raining,Žádné,None,Osobní automobil,Car,Ne,No,80000,16.8192548000001,48.8954756320001,16.8192548000001,48.895475632
5788,60406180591,12/25/2018 12:00:00 AM,Úterý,Tuesday,Den,Day,Srážka s chodcem,Collision with pedestrian,Řidičem motorového vozidla,Car driver,Ne,No,Nesprávný způsob jízdy,Inappropriate driving,0,0,1,0,0,1,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Přechod pro chodce nebo v jeho blízkosti,Pedestrian crossing or nearby,Osobní automobil,Car,Ne,No,0,16.5695196830001,48.8197606090001,16.5695196830001,48.8197606090001
5789,60406180592,12/27/2018 12:00:00 AM,Čtvrtek,Thursday,Noc,Night,Srážka s jedoucím nekolejovým vozidlem,Collision with other motor vehicle,Řidičem motorového vozidla,Car driver,Ne,No,Nedání přednosti v jizdě,Not respecting the right of way,0,0,1,0,0,1,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Přechod pro chodce nebo v jeho blízkosti,Pedestrian crossing or nearby,Osobní automobil,Car,Ne,No,1000,16.875177536,48.7564054000001,16.875177536,48.7564054000001
5790,60406180593,12/27/2018 12:00:00 AM,Čtvrtek,Thursday,Noc,Night,Srážka s lesní zvěří,Collision with wildlife animals,"Lesní zvěří, domácim zvířetem","Wildlife animal, pet",Nezjišťováno,Not tested,Nezaviněná řidičem,Not caused by driver,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,50000,16.736356689,49.0012758290001,16.736356689,49.0012758290001
5791,60406180594,12/28/2018 12:00:00 AM,Pátek,Friday,Den,Day,"Srážka s vozidlem zaparkovaným, odstaveným",Collision with a parked vehicle,Řidičem motorového vozidla,Car driver,Nezjišťováno,Not tested,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,"Nezjištěno, řidič ujel",Unknown,Ne,No,0,16.877902679,48.7584781840001,16.877902679,48.7584781840001
5792,60406180595,12/29/2018 12:00:00 AM,Sobota,Saturday,Den,Day,Srážka s lesní zvěří,Collision with wildlife animals,"Lesní zvěří, domácim zvířetem","Wildlife animal, pet",Nezjišťováno,Not tested,Nezaviněná řidičem,Not caused by driver,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,30000,16.862548674,48.8300437890001,16.862548674,48.8300437890001
5793,60406180596,12/29/2018 12:00:00 AM,Sobota,Saturday,Den,Day,Srážka s lesní zvěří,Collision with wildlife animals,"Lesní zvěří, domácim zvířetem","Wildlife animal, pet",Nezjišťováno,Not tested,Nezaviněná řidičem,Not caused by driver,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,10000,16.988957527,48.687553732,16.988957527,48.687553732
5794,60406180597,12/30/2018 12:00:00 AM,Neděle,Sunday,Den,Day,Srážka s lesní zvěří,Collision with wildlife animals,"Lesní zvěří, domácim zvířetem","Wildlife animal, pet",Nezjišťováno,Not tested,Nezaviněná řidičem,Not caused by driver,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,40000,16.8637876770001,48.985483468,16.8637876770001,48.985483468
5795,60406180598,12/30/2018 12:00:00 AM,Neděle,Sunday,Den,Day,Srážka s lesní zvěří,Collision with wildlife animals,"Lesní zvěří, domácim zvířetem","Wildlife animal, pet",Nezjišťováno,Not tested,Nezaviněná řidičem,Not caused by driver,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,40000,16.7583026830001,48.866271813,16.7583026830001,48.866271813
5796,60406180599,12/31/2018 12:00:00 AM,Pondělí,Monday,Den,Day,"Srážka s vozidlem zaparkovaným, odstaveným",Collision with a parked vehicle,Řidičem motorového vozidla,Car driver,Nezjišťováno,Not tested,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,0,16.877178675,48.7577780940001,16.877178675,48.7577780940001
5797,60406180600,12/31/2018 12:00:00 AM,Pondělí,Monday,Den,Day,Srážka s jedoucím nekolejovým vozidlem,Collision with other motor vehicle,Řidičem motorového vozidla,Car driver,Ne,No,Nepřiměřená rychlost jízdy,Inappropriate speed,0,0,1,0,0,1,"Suchý, neznečištěný",Dry and clean,Jiné ,Other,Žádné,None,Osobní automobil,Car,Ne,No,20000,17.0251666820001,48.8079492210001,17.0251666820001,48.8079492210001
5798,60606180001,1/1/2018 12:00:00 AM,Pondělí,Monday,Noc,Night,"Srážka s vozidlem zaparkovaným, odstaveným",Collision with a parked vehicle,Řidičem motorového vozidla,Car driver,Pod vlivem alkoholu,Under the influence of alcohol,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,Mokrý,Wet,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,70000,17.1606356720001,48.921519511,17.1606356720001,48.921519511
5799,60606180002,1/1/2018 12:00:00 AM,Pondělí,Monday,Den,Day,Srážka s pevnou překážkou,Collision with a fixed obstacle,Řidičem motorového vozidla,Car driver,Nezjišťováno,Not tested,Nepřiměřená rychlost jízdy,Inappropriate speed,0,0,1,0,0,1,Mokrý,Wet,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ano,Yes,30000,16.9678196790001,48.953236556,16.9678196790001,48.953236556
5800,60606180003,1/2/2018 12:00:00 AM,Úterý,Tuesday,Den,Day,Srážka s lesní zvěří,Collision with wildlife animals,"Lesní zvěří, domácim zvířetem","Wildlife animal, pet",Nezjišťováno,Not tested,Nezaviněná řidičem,Not caused by driver,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,15000,16.963930679,48.887344049,16.963930679,48.887344049
5801,60606180004,1/3/2018 12:00:00 AM,Středa,Wednesday,Den,Day,Srážka s chodcem,Collision with pedestrian,Řidičem motorového vozidla,Car driver,Ne,No,Nedání přednosti v jizdě,Not respecting the right of way,0,0,1,0,0,1,Mokrý,Wet,Neztížené,Clear,Přechod pro chodce nebo v jeho blízkosti,Pedestrian crossing or nearby,Osobní automobil,Car,Ne,No,0,17.38989466,48.94971322,17.38989466,48.94971322
5802,60606180005,1/3/2018 12:00:00 AM,Středa,Wednesday,Den,Day,Srážka s lesní zvěří,Collision with wildlife animals,"Lesní zvěří, domácim zvířetem","Wildlife animal, pet",Nezjišťováno,Not tested,Nezaviněná řidičem,Not caused by driver,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,10000,17.1784850710001,48.8860903780001,17.1784850710001,48.8860903780001
